Date,Store_ID,Product_ID,Category,Units_Sold,Price_Per_Unit,Total_Sales
2021-05-22,558,562,Electronics,13,451.28,5866.64
2019-10-30,392,564,Beauty,10,270.63,2706.3
2022-06-29,418,116,Owned Brand Fashion,7,475.89,3331.23
2023-04-18,294,966,Beauty,17,218.04,3706.68
2019-04-15,669,921,Watches,5,458.93,2294.65
2019-05-11,309,154,Electronics,8,377.55,3020.4
2019-10-08,570,684,Beauty,13,18.56,241.28
2022-07-22,170,918,Electronics,18,280.03,5040.54
2023-06-09,428,695,Watches,11,40.06,440.66
2021-10-25,585,891,Imported Fashion,4,405.56,1622.24
2022-05-02,260,695,Imported Fashion,11,44.28,487.08
2020-03-03,501,911,Beauty,3,172.62,517.86
2020-09-01,357,556,Owned Brand Fashion,7,44.61,312.27
2021-01-16,43,569,Beauty,11,243.8,2681.8
2020-06-03,3,476,Owned Brand Fashion,18,76.75,1381.5
2019-06-19,718,668,Watches,17,222.99,3790.83
2019-03-11,159,55,Electronics,11,456.27,5018.97
2023-03-03,573,77,Watches,5,79.57,397.85
2023-09-30,531,514,Owned Brand Fashion,5,141.12,705.6
2022-05-23,365,794,Watches,4,244.68,978.72
2022-02-02,485,622,Imported Fashion,13,400.93,5212.09
2023-05-25,216,343,Imported Fashion,2,146.46,292.92
2020-04-12,183,503,Owned Brand Fashion,11,295.2,3247.2
2020-04-05,272,50,Electronics,5,312.44,1562.2
2019-09-05,558,427,Imported Fashion,8,180.9,1447.2
2023-04-05,102,350,Watches,4,232.16,928.64
2021-03-16,320,545,Electronics,9,161.37,1452.33
2019-09-19,466,682,Owned Brand Fashion,18,377.9,6802.2
2022-03-21,605,930,Imported Fashion,10,217.56,2175.6
2022-06-19,442,394,Beauty,12,12.33,147.96
2020-06-08,240,385,Beauty,14,194.5,2723.0
2022-10-01,422,126,Watches,6,35.37,212.22
2023-07-15,439,919,Electronics,3,170.42,511.26
2019-06-08,771,563,Electronics,14,333.79,4673.06
2021-02-14,64,220,Imported Fashion,17,116.57,1981.69
2022-09-04,489,569,Owned Brand Fashion,12,62.49,749.88
2022-03-17,432,474,Owned Brand Fashion,2,210.45,420.9
2020-11-16,110,850,Beauty,13,39.99,519.87
2022-10-24,382,489,Imported Fashion,2,477.27,954.54
2023-10-23,276,466,Electronics,8,481.87,3854.96
2022-03-06,60,708,Watches,9,158.11,1422.99
2020-03-23,17,379,Beauty,15,72.98,1094.7
2020-12-07,417,309,Beauty,5,47.64,238.2
2019-12-23,676,117,Watches,7,165.51,1158.57
2021-02-10,730,718,Beauty,7,104.34,730.38
2020-11-09,311,361,Owned Brand Fashion,13,202.97,2638.61
2020-11-26,126,277,Beauty,6,333.14,1998.84
2022-05-03,240,482,Beauty,12,452.05,5424.6
2020-05-18,395,64,Imported Fashion,8,310.73,2485.84
2021-12-05,743,61,Owned Brand Fashion,17,86.86,1476.62
2023-01-04,653,25,Beauty,5,65.81,329.05
2021-11-10,162,514,Imported Fashion,12,170.07,2040.84
2021-05-10,16,80,Watches,2,400.68,801.36
2022-02-16,478,455,Owned Brand Fashion,9,43.56,392.04
2021-04-09,773,261,Electronics,10,229.46,2294.6
2020-02-24,741,274,Owned Brand Fashion,5,427.13,2135.65
2022-06-10,492,110,Imported Fashion,4,58.23,232.92
2023-07-02,20,724,Beauty,4,472.72,1890.88
2023-11-25,334,825,Electronics,19,152.66,2900.54
2022-08-01,303,616,Imported Fashion,11,85.39,939.29
2022-03-18,508,557,Electronics,16,156.6,2505.6
2020-02-10,555,697,Owned Brand Fashion,4,299.85,1199.4
2022-05-27,791,181,Electronics,17,474.42,8065.14
2019-05-30,112,294,Imported Fashion,10,457.19,4571.9
2020-03-17,734,808,Beauty,9,319.47,2875.23
2023-10-16,11,162,Watches,11,352.27,3874.97
2021-06-17,399,55,Owned Brand Fashion,11,363.86,4002.46
2022-10-26,2,548,Watches,9,234.22,2107.98
2021-05-22,252,412,Beauty,3,363.64,1090.92
2022-09-25,312,90,Imported Fashion,13,108.91,1415.83
2022-11-12,96,790,Imported Fashion,16,411.88,6590.08
2022-06-11,26,254,Electronics,4,23.56,94.24
2023-02-02,603,483,Owned Brand Fashion,6,496.58,2979.48
2023-03-09,32,277,Imported Fashion,4,379.31,1517.24
2022-05-12,578,558,Electronics,8,337.61,2700.88
2020-09-26,480,95,Watches,11,200.7,2207.7
2023-11-01,205,960,Beauty,15,160.01,2400.15
2021-04-17,422,917,Watches,2,475.64,951.28
2022-01-14,651,884,Beauty,16,203.36,3253.76
2020-11-17,599,601,Watches,9,355.01,3195.09
2021-12-18,708,80,Imported Fashion,6,344.47,2066.82
2021-09-12,726,567,Imported Fashion,17,214.95,3654.15
2019-02-09,313,574,Beauty,13,331.18,4305.34
2019-08-07,176,766,Beauty,15,339.35,5090.25
2020-01-19,181,497,Imported Fashion,14,35.97,503.58
2023-10-16,308,20,Beauty,7,409.13,2863.91
2022-01-12,329,241,Beauty,4,328.85,1315.4
2023-05-05,685,774,Beauty,18,160.15,2882.7
2021-07-08,572,596,Electronics,7,493.77,3456.39
2023-11-02,533,211,Electronics,17,372.4,6330.8
2020-12-06,176,871,Owned Brand Fashion,4,131.57,526.28
2023-04-30,611,236,Imported Fashion,10,276.09,2760.9
2023-04-24,639,34,Owned Brand Fashion,14,145.06,2030.84
2022-09-09,721,158,Beauty,3,13.01,39.03
2021-08-23,558,638,Beauty,18,459.12,8264.16
2022-06-02,640,620,Owned Brand Fashion,8,400.81,3206.48
2020-01-12,506,647,Electronics,15,300.34,4505.1
2023-05-13,305,893,Owned Brand Fashion,10,394.78,3947.8
2022-07-31,142,207,Watches,4,36.82,147.28
2023-08-18,269,270,Owned Brand Fashion,11,338.99,3728.89
2023-05-28,561,658,Imported Fashion,10,9.12,91.2
2022-03-19,89,271,Imported Fashion,11,256.37,2820.07
2023-09-26,768,436,Owned Brand Fashion,19,119.28,2266.32
2020-03-26,686,860,Imported Fashion,15,278.18,4172.7
2021-06-03,459,101,Watches,9,169.13,1522.17
2019-04-16,767,565,Electronics,16,279.94,4479.04
2019-05-10,762,623,Imported Fashion,6,392.42,2354.52
2020-03-11,794,715,Electronics,19,222.6,4229.4
2021-11-10,180,192,Owned Brand Fashion,19,88.75,1686.25
2022-08-23,442,648,Beauty,14,358.18,5014.52
2020-06-26,628,94,Imported Fashion,10,354.2,3542.0
2020-05-03,686,596,Imported Fashion,17,200.89,3415.13
2020-06-03,120,228,Beauty,14,332.45,4654.3
2019-10-30,378,719,Watches,3,146.33,438.99
2019-06-13,551,231,Beauty,1,469.66,469.66
2023-05-05,586,5,Beauty,10,307.18,3071.8
2022-01-07,654,554,Imported Fashion,14,475.07,6650.98
2019-01-04,183,597,Beauty,8,158.92,1271.36
2022-09-02,41,97,Watches,19,166.34,3160.46
2022-01-12,654,968,Electronics,6,308.95,1853.7
2021-04-21,275,45,Beauty,14,362.65,5077.1
2022-07-15,207,807,Owned Brand Fashion,12,202.18,2426.16
2022-09-16,158,567,Electronics,7,297.56,2082.92
2022-08-21,637,983,Imported Fashion,12,262.73,3152.76
2021-01-31,30,365,Beauty,8,280.51,2244.08
2022-09-05,182,248,Owned Brand Fashion,7,322.98,2260.86
2022-05-27,670,973,Beauty,7,64.25,449.75
2022-07-18,629,888,Electronics,4,429.6,1718.4
2022-05-31,167,411,Watches,6,281.96,1691.76
2019-05-27,521,298,Imported Fashion,16,297.84,4765.44
2021-04-12,626,825,Electronics,16,141.52,2264.32
2019-12-20,23,790,Beauty,14,241.32,3378.48
2020-07-04,136,857,Owned Brand Fashion,1,495.78,495.78
2019-12-02,574,971,Beauty,3,247.65,742.95
2023-10-09,149,945,Imported Fashion,17,120.9,2055.3
2019-11-26,626,586,Watches,3,427.26,1281.78
2023-03-12,705,81,Electronics,9,111.48,1003.32
2019-03-12,663,430,Owned Brand Fashion,6,485.65,2913.9
2020-04-26,761,383,Watches,16,479.19,7667.04
2019-04-26,137,487,Beauty,19,126.65,2406.35
2021-02-20,509,306,Electronics,14,145.76,2040.64
2021-10-13,67,152,Watches,13,279.29,3630.77
2021-03-20,96,432,Watches,7,183.85,1286.95
2023-01-14,457,857,Imported Fashion,14,430.59,6028.26
2020-05-25,297,395,Beauty,4,319.77,1279.08
2019-01-11,778,628,Beauty,7,157.74,1104.18
2023-02-19,685,365,Watches,14,181.68,2543.52
2019-08-15,645,951,Watches,11,314.87,3463.57
2022-08-22,29,342,Watches,12,305.37,3664.44
2021-10-17,760,673,Electronics,1,420.62,420.62
2019-02-11,44,865,Beauty,1,136.77,136.77
2021-04-22,732,510,Electronics,19,27.11,515.09
2022-12-12,162,551,Electronics,17,304.97,5184.49
2023-08-19,18,331,Watches,15,123.83,1857.45
2019-02-13,771,981,Electronics,3,6.07,18.21
2022-03-05,139,917,Imported Fashion,10,150.14,1501.4
2020-04-22,491,384,Watches,17,154.17,2620.89
2020-01-26,681,329,Electronics,1,483.61,483.61
2022-11-18,240,844,Owned Brand Fashion,7,107.7,753.9
2020-10-01,509,220,Beauty,10,55.18,551.8
2022-01-15,256,266,Beauty,15,424.93,6373.95
2019-03-25,272,354,Beauty,19,477.2,9066.8
2023-03-05,786,616,Imported Fashion,2,499.87,999.74
2022-10-02,732,351,Watches,3,482.08,1446.24
2022-03-06,694,179,Electronics,7,413.67,2895.69
2020-07-21,214,651,Owned Brand Fashion,14,28.76,402.64
2021-02-08,156,910,Owned Brand Fashion,11,449.4,4943.4
2019-08-19,709,307,Watches,4,439.68,1758.72
2021-01-21,343,708,Watches,19,269.53,5121.07
2023-12-13,606,41,Electronics,12,115.1,1381.2
2020-09-10,547,261,Beauty,12,250.1,3001.2
2021-10-23,536,365,Beauty,5,182.17,910.85
2022-06-17,372,317,Electronics,7,242.97,1700.79
2020-10-09,340,768,Imported Fashion,7,350.41,2452.87
2021-02-05,314,105,Owned Brand Fashion,4,485.48,1941.92
2021-10-12,322,53,Watches,17,225.11,3826.87
2020-01-05,223,833,Owned Brand Fashion,8,252.6,2020.8
2022-12-06,683,452,Owned Brand Fashion,10,327.27,3272.7
2020-12-27,414,170,Watches,18,300.37,5406.66
2022-08-26,745,120,Watches,5,372.74,1863.7
2023-04-06,40,170,Beauty,1,492.48,492.48
2020-01-23,443,484,Beauty,1,429.82,429.82
2020-01-03,615,969,Watches,15,391.17,5867.55
2023-04-03,598,280,Owned Brand Fashion,13,212.81,2766.53
2019-06-18,557,296,Owned Brand Fashion,16,232.29,3716.64
2019-10-03,114,992,Beauty,13,130.52,1696.76
2023-01-22,333,986,Electronics,18,466.17,8391.06
2021-01-02,501,759,Beauty,8,89.39,715.12
2021-08-07,166,430,Watches,1,470.11,470.11
2023-01-21,592,553,Beauty,1,405.46,405.46
2020-07-26,595,750,Electronics,8,134.45,1075.6
2019-11-05,405,320,Beauty,16,51.79,828.64
2019-10-28,512,768,Watches,9,333.59,3002.31
2020-10-13,349,405,Imported Fashion,16,374.14,5986.24
2022-08-30,7,239,Imported Fashion,12,44.72,536.64
2021-03-21,164,837,Beauty,19,315.75,5999.25
2020-11-16,183,513,Watches,18,446.93,8044.74
2020-08-12,482,350,Beauty,8,199.79,1598.32
2023-07-30,633,695,Electronics,19,115.43,2193.17
2022-01-12,402,888,Beauty,19,416.26,7908.94
2022-11-02,736,377,Owned Brand Fashion,3,269.97,809.91
2019-01-17,193,734,Watches,17,290.93,4945.81
2021-09-17,15,552,Electronics,1,493.76,493.76
2022-05-19,127,717,Owned Brand Fashion,2,400.53,801.06
2020-12-03,197,30,Imported Fashion,18,26.92,484.56
2021-05-08,563,616,Beauty,1,28.24,28.24
2021-11-28,760,277,Owned Brand Fashion,7,366.02,2562.14
2019-05-26,296,178,Beauty,19,115.72,2198.68
2019-05-30,398,293,Imported Fashion,16,413.46,6615.36
2019-02-11,673,670,Owned Brand Fashion,17,21.25,361.25
2019-01-02,671,824,Electronics,13,214.04,2782.52
2019-01-01,20,589,Imported Fashion,11,269.94,2969.34
2020-08-26,303,754,Watches,17,19.98,339.66
2023-07-08,485,281,Owned Brand Fashion,5,349.22,1746.1
2022-01-28,678,681,Imported Fashion,10,378.84,3788.4
2020-07-09,673,252,Imported Fashion,8,97.27,778.16
2023-02-06,750,798,Beauty,8,327.74,2621.92
2021-09-30,704,473,Owned Brand Fashion,10,298.98,2989.8
2019-06-03,732,527,Beauty,3,209.2,627.6
2019-12-16,88,713,Electronics,11,475.11,5226.21
2021-02-01,65,873,Owned Brand Fashion,4,471.38,1885.52
2020-05-03,22,853,Watches,15,65.25,978.75
2021-04-04,369,493,Watches,6,57.24,343.44
2019-01-07,386,183,Owned Brand Fashion,3,364.51,1093.53
2019-06-24,452,365,Watches,13,461.92,6004.96
2021-12-07,718,361,Watches,16,190.39,3046.24
2020-10-22,420,25,Electronics,12,456.58,5478.96
2019-10-16,58,838,Imported Fashion,6,278.54,1671.24
2021-12-17,569,904,Owned Brand Fashion,17,53.12,903.04
2023-05-06,409,585,Owned Brand Fashion,13,339.13,4408.69
2020-07-15,288,842,Imported Fashion,12,185.05,2220.6
2022-08-07,336,478,Watches,11,174.9,1923.9
2020-02-10,85,366,Owned Brand Fashion,10,91.94,919.4
2023-12-13,403,370,Watches,17,29.13,495.21
2022-01-27,330,232,Imported Fashion,13,253.93,3301.09
2022-08-21,472,108,Owned Brand Fashion,10,221.83,2218.3
2020-11-05,363,228,Electronics,18,84.33,1517.94
2021-01-03,458,683,Electronics,7,465.48,3258.36
2022-01-28,515,80,Imported Fashion,1,31.26,31.26
2019-04-27,742,492,Electronics,6,361.95,2171.7
2019-12-21,303,617,Electronics,10,44.28,442.8
2022-12-23,63,229,Owned Brand Fashion,9,268.57,2417.13
2023-02-10,709,470,Beauty,13,365.76,4754.88
2023-04-17,277,11,Owned Brand Fashion,17,134.41,2284.97
2020-07-17,86,581,Beauty,6,89.41,536.46
2022-02-09,316,261,Beauty,6,418.82,2512.92
2022-05-26,471,379,Imported Fashion,4,374.01,1496.04
2021-12-30,156,175,Beauty,8,435.52,3484.16
2020-06-02,651,970,Electronics,12,315.8,3789.6
2022-10-28,541,331,Watches,12,169.09,2029.08
2023-09-09,530,219,Imported Fashion,14,498.99,6985.86
2021-09-05,43,27,Watches,14,24.97,349.58
2021-01-16,338,796,Electronics,2,141.55,283.1
2023-09-20,59,782,Electronics,16,115.5,1848.0
2023-07-09,179,724,Electronics,4,19.24,76.96
2020-02-16,247,259,Watches,10,104.77,1047.7
2022-12-07,44,867,Owned Brand Fashion,2,100.03,200.06
2021-07-17,237,259,Watches,9,347.91,3131.19
2020-09-07,407,895,Beauty,10,121.46,1214.6
2022-09-23,579,244,Imported Fashion,7,21.85,152.95
2020-01-08,516,395,Watches,9,100.76,906.84
2020-07-24,230,711,Imported Fashion,11,9.91,109.01
2023-09-25,94,69,Beauty,13,421.09,5474.17
2019-09-15,329,970,Imported Fashion,5,222.56,1112.8
2019-07-31,624,446,Owned Brand Fashion,16,225.5,3608.0
2019-10-23,654,451,Beauty,2,306.74,613.48
2022-10-29,366,522,Beauty,17,98.4,1672.8
2023-06-09,129,584,Watches,6,291.07,1746.42
2019-05-19,307,765,Watches,17,463.47,7878.99
2022-03-15,757,762,Electronics,11,78.01,858.11
2023-08-30,511,336,Beauty,5,96.98,484.9
2021-04-02,695,169,Watches,14,331.91,4646.74
2019-11-24,459,635,Watches,19,371.65,7061.35
2023-01-04,289,965,Imported Fashion,11,339.88,3738.68
2022-06-22,370,600,Owned Brand Fashion,13,223.44,2904.72
2019-06-26,388,435,Owned Brand Fashion,2,125.24,250.48
2022-10-06,705,564,Beauty,8,6.77,54.16
2022-04-04,481,335,Imported Fashion,11,218.88,2407.68
2019-12-30,563,907,Beauty,12,448.25,5379.0
2022-05-04,330,115,Owned Brand Fashion,7,163.36,1143.52
2022-03-05,685,825,Imported Fashion,16,178.6,2857.6
2019-05-23,188,284,Owned Brand Fashion,17,76.01,1292.17
2019-11-08,712,553,Owned Brand Fashion,11,156.61,1722.71
2023-11-07,453,899,Imported Fashion,18,62.66,1127.88
2022-02-02,154,219,Owned Brand Fashion,1,217.1,217.1
2019-11-14,203,847,Beauty,17,202.7,3445.9
2019-12-14,414,642,Watches,10,162.35,1623.5
2022-07-26,155,928,Beauty,2,120.27,240.54
2019-08-23,795,666,Watches,4,154.67,618.68
2023-04-07,682,782,Electronics,3,251.27,753.81
2021-10-02,730,992,Imported Fashion,3,319.1,957.3
2023-01-08,144,774,Imported Fashion,3,109.01,327.03
2020-09-04,640,297,Beauty,6,315.03,1890.18
2023-10-05,111,920,Electronics,19,37.56,713.64
2020-11-21,238,344,Owned Brand Fashion,18,346.34,6234.12
2019-11-15,12,257,Imported Fashion,18,423.77,7627.86
2019-03-05,494,760,Imported Fashion,7,208.37,1458.59
2021-04-02,494,510,Imported Fashion,6,195.17,1171.02
2021-01-25,427,500,Beauty,16,148.74,2379.84
2019-10-16,242,435,Electronics,3,69.33,207.99
2019-05-02,553,580,Beauty,8,425.32,3402.56
2019-03-12,466,828,Imported Fashion,5,389.51,1947.55
2022-08-26,232,488,Watches,13,61.14,794.82
2019-02-21,402,615,Imported Fashion,13,409.1,5318.3
2022-10-06,311,722,Beauty,19,358.25,6806.75
2022-09-07,623,620,Owned Brand Fashion,4,358.23,1432.92
2022-07-16,404,178,Watches,9,486.98,4382.82
2020-04-22,304,849,Beauty,12,83.32,999.84
2022-03-24,744,597,Imported Fashion,1,110.26,110.26
2022-10-06,766,416,Beauty,5,262.2,1311.0
2022-05-18,668,136,Electronics,16,304.41,4870.56
2022-09-23,618,128,Electronics,12,473.51,5682.12
2020-12-30,139,378,Electronics,15,435.99,6539.85
2020-09-18,221,110,Beauty,17,439.66,7474.22
2019-11-20,607,346,Imported Fashion,9,350.41,3153.69
2019-12-23,398,654,Imported Fashion,4,233.52,934.08
2021-02-01,46,208,Imported Fashion,18,40.65,731.7
2021-12-03,59,172,Owned Brand Fashion,2,34.73,69.46
2019-04-22,111,842,Beauty,3,299.28,897.84
2021-04-13,554,529,Imported Fashion,7,138.49,969.43
2021-02-08,55,663,Electronics,2,375.02,750.04
2019-09-27,128,123,Beauty,7,295.65,2069.55
2020-08-25,268,484,Beauty,9,405.6,3650.4
2022-02-27,137,445,Owned Brand Fashion,18,436.09,7849.62
2019-07-09,526,493,Beauty,5,286.2,1431.0
2023-12-26,705,157,Watches,14,105.65,1479.1
2020-12-13,297,264,Owned Brand Fashion,16,389.68,6234.88
2023-04-18,360,339,Electronics,8,421.24,3369.92
2019-08-05,796,717,Watches,2,308.29,616.58
2020-03-22,112,520,Owned Brand Fashion,3,169.66,508.98
2019-08-19,302,333,Beauty,7,158.94,1112.58
2022-05-20,667,974,Imported Fashion,3,57.77,173.31
2019-05-06,798,385,Watches,8,96.99,775.92
2020-04-07,633,342,Owned Brand Fashion,6,416.98,2501.88
2021-08-30,168,122,Beauty,1,110.4,110.4
2019-02-15,434,870,Owned Brand Fashion,4,200.52,802.08
2023-03-17,307,741,Watches,1,104.28,104.28
2021-08-04,684,152,Electronics,17,448.96,7632.32
2020-07-12,69,198,Electronics,18,170.99,3077.82
2021-06-11,673,668,Watches,11,38.11,419.21
2023-12-04,295,865,Owned Brand Fashion,6,183.04,1098.24
2019-08-24,406,180,Imported Fashion,3,126.38,379.14
2021-06-03,676,98,Imported Fashion,18,168.85,3039.3
2023-02-14,404,166,Watches,1,455.43,455.43
2021-01-02,326,702,Electronics,7,23.44,164.08
2022-02-12,662,345,Owned Brand Fashion,14,468.06,6552.84
2021-07-11,92,273,Owned Brand Fashion,6,255.69,1534.14
2021-12-05,108,440,Imported Fashion,17,350.68,5961.56
2023-01-23,209,857,Imported Fashion,19,338.88,6438.72
2022-08-29,71,586,Electronics,18,401.47,7226.46
2020-06-23,85,512,Beauty,10,94.14,941.4
2022-03-07,49,691,Watches,8,9.97,79.76
2020-03-06,68,180,Beauty,13,83.37,1083.81
2023-07-04,488,912,Watches,12,398.43,4781.16
2022-07-24,532,843,Owned Brand Fashion,19,497.55,9453.45
2021-10-27,42,186,Beauty,16,366.1,5857.6
2019-07-01,484,521,Imported Fashion,15,71.54,1073.1
2023-09-02,773,880,Electronics,18,363.79,6548.22
2020-11-17,262,371,Imported Fashion,3,271.43,814.29
2023-08-04,53,818,Beauty,16,92.23,1475.68
2019-12-14,5,615,Watches,15,262.85,3942.75
2021-10-22,408,586,Owned Brand Fashion,9,13.94,125.46
2019-05-31,389,817,Owned Brand Fashion,13,356.49,4634.37
2019-03-02,688,242,Beauty,8,375.31,3002.48
2019-12-05,802,868,Watches,17,185.91,3160.47
2023-07-27,707,223,Imported Fashion,6,466.45,2798.7
2022-09-03,290,931,Watches,10,167.31,1673.1
2023-06-13,686,967,Owned Brand Fashion,5,415.1,2075.5
2021-06-20,662,510,Electronics,15,19.97,299.55
2019-02-27,634,203,Imported Fashion,8,334.12,2672.96
2020-12-31,152,369,Electronics,6,117.68,706.08
2021-02-23,332,525,Beauty,1,402.95,402.95
2020-09-12,490,133,Owned Brand Fashion,2,8.23,16.46
2023-12-31,314,844,Beauty,16,191.6,3065.6
2022-11-21,534,755,Imported Fashion,6,463.54,2781.24
2022-11-18,297,225,Electronics,7,201.06,1407.42
2020-05-09,597,696,Electronics,8,123.69,989.52
2021-07-01,260,388,Owned Brand Fashion,17,354.84,6032.28
2022-08-26,426,580,Electronics,2,265.16,530.32
2020-08-30,584,186,Owned Brand Fashion,19,176.85,3360.15
2023-10-21,765,901,Owned Brand Fashion,2,459.07,918.14
2021-07-23,162,952,Beauty,8,469.26,3754.08
2022-04-29,673,863,Imported Fashion,18,300.5,5409.0
2022-04-26,723,105,Imported Fashion,18,432.08,7777.44
2021-06-04,778,57,Watches,11,270.83,2979.13
2023-02-16,664,660,Beauty,14,133.93,1875.02
2022-11-11,796,640,Watches,18,42.33,761.94
2021-09-20,382,254,Watches,15,134.96,2024.4
2022-01-19,214,932,Imported Fashion,5,320.28,1601.4
2023-12-27,438,127,Electronics,5,141.91,709.55
2019-12-11,631,471,Imported Fashion,3,381.25,1143.75
2020-07-03,317,934,Owned Brand Fashion,9,38.15,343.35
2020-05-18,332,308,Watches,9,452.88,4075.92
2023-04-09,723,114,Electronics,19,21.91,416.29
2022-09-27,633,699,Electronics,6,84.73,508.38
2021-10-02,783,909,Owned Brand Fashion,12,296.42,3557.04
2023-03-11,408,290,Owned Brand Fashion,18,104.93,1888.74
2021-01-31,211,691,Electronics,18,393.97,7091.46
2019-07-18,572,413,Beauty,3,287.82,863.46
2022-07-01,644,875,Owned Brand Fashion,1,242.85,242.85
2021-11-17,82,381,Watches,15,86.89,1303.35
2020-05-24,223,372,Electronics,2,380.81,761.62
2020-10-08,169,938,Owned Brand Fashion,18,264.38,4758.84
2020-05-28,140,95,Watches,5,172.92,864.6
2022-01-03,2,770,Electronics,9,233.89,2105.01
2023-05-03,150,709,Imported Fashion,13,382.21,4968.73
2019-02-01,147,711,Electronics,16,83.46,1335.36
2019-08-23,539,582,Electronics,10,19.28,192.8
2021-07-02,285,521,Watches,11,406.22,4468.42
2022-09-23,615,846,Beauty,16,394.46,6311.36
2020-08-11,347,549,Owned Brand Fashion,7,117.48,822.36
2020-02-04,358,509,Watches,9,346.74,3120.66
2019-06-25,392,727,Imported Fashion,10,498.82,4988.2
2020-08-25,403,625,Beauty,2,19.07,38.14
2021-11-29,349,238,Imported Fashion,14,227.1,3179.4
2023-12-18,413,598,Imported Fashion,7,96.92,678.44
2022-08-16,605,939,Watches,4,456.21,1824.84
2023-03-28,542,756,Beauty,19,268.26,5096.94
2021-08-28,595,870,Imported Fashion,4,16.39,65.56
2023-11-29,177,456,Owned Brand Fashion,7,465.48,3258.36
2019-10-19,38,263,Watches,15,270.32,4054.8
2023-11-04,250,694,Electronics,1,469.3,469.3
2022-11-19,298,114,Electronics,16,264.25,4228.0
2019-08-04,254,470,Electronics,3,338.6,1015.8
2020-07-20,711,673,Owned Brand Fashion,11,22.62,248.82
2020-01-01,635,239,Watches,8,218.35,1746.8
2021-10-22,63,925,Watches,4,368.46,1473.84
2022-03-28,569,846,Imported Fashion,13,304.04,3952.52
2019-02-01,36,171,Owned Brand Fashion,8,218.78,1750.24
2020-05-20,637,781,Electronics,1,301.96,301.96
2023-04-12,233,575,Owned Brand Fashion,7,61.36,429.52
2020-11-13,652,407,Watches,10,493.33,4933.3
2023-04-26,361,993,Watches,8,496.46,3971.68
2020-09-06,296,636,Owned Brand Fashion,2,245.67,491.34
2020-07-23,251,295,Watches,12,342.16,4105.92
2019-06-06,256,143,Watches,14,191.35,2678.9
2023-04-19,170,517,Watches,3,274.79,824.37
2019-03-26,86,464,Watches,17,432.57,7353.69
2019-11-29,271,407,Electronics,14,462.06,6468.84
2021-06-26,674,777,Beauty,4,220.99,883.96
2022-01-21,354,839,Watches,18,498.14,8966.52
2023-10-28,611,603,Watches,9,495.95,4463.55
2022-06-06,77,254,Owned Brand Fashion,18,315.33,5675.94
2020-03-24,440,958,Beauty,17,486.68,8273.56
2022-08-29,725,303,Imported Fashion,7,234.18,1639.26
2022-03-01,441,530,Watches,1,15.77,15.77
2022-03-18,735,84,Owned Brand Fashion,15,93.98,1409.7
2019-01-08,27,172,Electronics,14,325.25,4553.5
2021-11-10,185,559,Electronics,5,398.26,1991.3
2023-08-28,320,852,Owned Brand Fashion,7,440.21,3081.47
2020-12-27,331,643,Imported Fashion,19,168.62,3203.78
2023-05-05,313,185,Imported Fashion,16,88.06,1408.96
2022-06-30,108,769,Owned Brand Fashion,8,329.26,2634.08
2020-07-17,24,473,Imported Fashion,16,397.83,6365.28
2023-06-22,461,920,Owned Brand Fashion,13,425.55,5532.15
2021-08-25,514,868,Beauty,1,120.51,120.51
2019-01-01,800,768,Beauty,14,375.71,5259.94
2023-06-21,200,495,Electronics,15,277.15,4157.25
2019-12-17,223,516,Imported Fashion,15,120.1,1801.5
2022-06-24,564,21,Imported Fashion,3,14.24,42.72
2021-04-06,621,967,Beauty,8,23.76,190.08
2020-04-30,216,443,Beauty,9,164.29,1478.61
2022-11-15,284,179,Beauty,19,304.41,5783.79
2021-03-11,602,476,Owned Brand Fashion,15,446.15,6692.25
2023-03-30,778,13,Electronics,8,288.16,2305.28
2020-12-09,352,526,Beauty,18,492.59,8866.62
2020-11-05,768,435,Electronics,17,216.49,3680.33
2019-03-16,698,586,Imported Fashion,15,112.65,1689.75
2022-10-05,315,986,Beauty,2,170.88,341.76
2023-10-01,625,944,Electronics,13,398.85,5185.05
2023-02-15,305,862,Watches,2,335.7,671.4
2023-03-24,345,626,Beauty,13,174.35,2266.55
2019-04-24,147,400,Owned Brand Fashion,11,367.41,4041.51
2019-10-01,551,578,Electronics,16,156.13,2498.08
2019-09-15,298,718,Watches,6,33.51,201.06
2020-06-08,572,210,Owned Brand Fashion,3,28.35,85.05
2023-01-24,545,341,Imported Fashion,1,233.52,233.52
2019-11-30,183,8,Imported Fashion,4,484.7,1938.8
2020-12-17,148,372,Beauty,18,348.9,6280.2
2021-11-21,7,674,Owned Brand Fashion,10,140.92,1409.2
2022-04-25,389,988,Imported Fashion,12,420.58,5046.96
2022-12-23,556,895,Watches,14,435.34,6094.76
2021-07-15,610,614,Beauty,14,442.7,6197.8
2022-12-30,485,592,Imported Fashion,9,218.3,1964.7
2021-03-31,258,568,Beauty,10,341.1,3411.0
2020-06-07,344,728,Imported Fashion,7,210.07,1470.49
2022-04-14,40,582,Imported Fashion,18,10.6,190.8
2020-05-27,450,514,Electronics,9,496.13,4465.17
2021-03-05,518,706,Electronics,3,55.49,166.47
2022-12-29,384,392,Electronics,9,466.54,4198.86
2023-03-13,500,448,Owned Brand Fashion,15,277.28,4159.2
2022-08-23,714,569,Owned Brand Fashion,9,118.01,1062.09
2019-07-23,564,405,Owned Brand Fashion,14,414.59,5804.26
